container_id,warehouse_id,rack_number,quantity,arrival_date,shipment_date,is_damaged
581,A,46,660,10/7/2022,10/1/2023,false
582,E,8,217,11/13/2022,10/24/2023,true
583,B,53,828,6/20/2022,8/20/2023,false
584,E,66,191,2/9/2022,10/30/2023,true
585,C,75,474,10/28/2022,10/7/2023,true
586,B,27,745,4/13/2022,9/26/2023,false
587,C,48,923,12/3/2022,8/20/2023,false
588,B,100,36,5/9/2022,9/5/2023,true
589,C,24,422,7/22/2022,10/19/2023,false
590,D,76,395,5/11/2022,9/30/2023,false
591,B,20,433,3/7/2022,9/26/2023,true
592,C,21,929,12/9/2022,8/23/2023,false
593,B,13,715,5/23/2022,10/8/2023,true
594,D,62,508,4/5/2022,9/24/2023,false
595,C,13,661,4/19/2022,9/10/2023,false
596,C,53,483,10/11/2022,10/4/2023,true
597,A,45,402,4/5/2022,9/24/2023,true
598,E,40,326,3/19/2022,8/26/2023,true
599,B,95,844,6/26/2022,9/18/2023,true
600,C,5,552,5/3/2022,8/31/2023,false
601,E,87,604,8/4/2022,8/18/2023,true
602,C,81,705,12/20/2022,10/30/2023,false
603,B,82,605,2/9/2022,10/4/2023,false
604,A,63,334,1/21/2022,10/15/2023,true
605,D,17,141,5/15/2022,9/5/2023,true
606,E,32,781,2/8/2022,8/21/2023,false
607,D,63,578,8/27/2022,10/24/2023,true
608,C,65,541,4/30/2022,8/21/2023,true
609,D,16,829,6/21/2022,8/25/2023,true
610,E,90,228,3/23/2022,10/7/2023,true
611,E,52,62,8/16/2022,10/24/2023,true
612,D,91,738,2/14/2022,9/21/2023,false
613,E,17,736,8/9/2022,10/28/2023,false
614,B,92,440,7/4/2022,9/7/2023,true
615,C,9,470,6/26/2022,10/15/2023,false
616,A,21,468,6/4/2022,9/13/2023,false
617,A,84,564,12/12/2022,8/29/2023,false
618,E,46,771,11/2/2022,10/2/2023,true
619,E,100,258,9/16/2022,10/2/2023,false
620,E,31,981,1/7/2022,9/9/2023,false
621,B,48,662,10/23/2022,8/21/2023,true
622,B,39,319,10/3/2022,8/20/2023,false
623,E,4,285,1/30/2022,9/17/2023,false
624,D,22,872,2/6/2022,8/29/2023,false
625,D,57,121,3/4/2022,8/21/2023,true
626,A,9,674,5/15/2022,10/9/2023,false
627,C,41,277,7/21/2022,10/11/2023,true
628,E,59,358,12/9/2022,8/26/2023,true
629,C,52,457,5/15/2022,10/15/2023,true
630,B,18,405,11/20/2022,8/17/2023,false
631,E,90,780,3/11/2022,9/26/2023,false
632,A,94,599,1/16/2022,10/27/2023,false
633,B,63,609,8/19/2022,10/8/2023,true
634,B,46,930,9/29/2022,10/4/2023,false
635,C,41,496,12/25/2022,8/28/2023,true
636,C,83,561,9/19/2022,10/30/2023,false
637,E,92,583,4/28/2022,10/4/2023,false
638,C,75,362,7/5/2022,9/29/2023,true
639,B,12,636,12/7/2022,10/8/2023,true
640,B,80,548,9/5/2022,9/20/2023,true
641,E,54,923,1/3/2022,10/28/2023,false
642,C,70,11,6/30/2022,10/6/2023,true
643,B,14,103,12/9/2022,9/19/2023,true
644,C,9,543,6/11/2022,9/29/2023,false
645,B,89,323,11/25/2022,9/29/2023,true
646,B,85,55,8/18/2022,9/23/2023,true
647,A,57,392,11/30/2022,9/22/2023,true
648,E,4,995,5/15/2022,10/15/2023,true
649,A,46,667,12/23/2022,9/23/2023,false
650,B,84,306,12/10/2022,9/19/2023,false
651,C,22,774,6/14/2022,10/1/2023,false
652,A,85,857,4/10/2022,9/8/2023,false
653,C,15,267,7/26/2022,10/24/2023,true
654,A,33,645,2/2/2022,9/24/2023,false
655,E,2,497,3/13/2022,10/18/2023,false
656,D,90,177,9/15/2022,10/24/2023,false
657,B,44,869,6/18/2022,10/22/2023,false
658,A,10,960,12/6/2022,8/20/2023,true
659,D,95,318,1/9/2022,10/27/2023,true
660,B,77,969,12/6/2022,10/19/2023,false
661,D,74,426,8/14/2022,9/16/2023,true
662,C,77,148,11/14/2022,8/22/2023,true
663,C,61,579,11/15/2022,8/17/2023,true
664,C,88,647,9/8/2022,9/13/2023,false
665,B,63,69,11/22/2022,10/27/2023,true
666,A,59,438,4/12/2022,8/26/2023,false
667,C,55,722,6/1/2022,9/13/2023,false
668,B,95,468,6/3/2022,9/30/2023,false
669,D,32,805,5/27/2022,9/23/2023,false
670,C,53,798,10/17/2022,9/7/2023,false
671,D,58,472,1/28/2022,10/3/2023,false
672,A,10,758,1/31/2022,10/1/2023,true
673,C,11,259,9/22/2022,10/20/2023,false
674,A,39,41,5/18/2022,10/27/2023,false
675,C,22,779,5/2/2022,9/5/2023,false
676,C,86,10,5/15/2022,9/27/2023,true
677,E,14,824,12/18/2022,10/23/2023,true
678,C,99,519,7/14/2022,9/24/2023,true
679,C,8,129,9/2/2022,8/23/2023,true
680,E,42,776,10/2/2022,8/21/2023,true
681,C,81,830,3/31/2022,9/21/2023,true
682,D,75,359,9/15/2022,9/20/2023,true
683,E,15,875,12/30/2022,9/10/2023,true
684,D,93,692,5/21/2022,9/19/2023,false
685,A,3,439,9/30/2022,10/23/2023,true
686,D,32,782,12/25/2022,8/27/2023,true
687,E,35,623,7/20/2022,10/19/2023,false
688,B,96,569,9/18/2022,9/27/2023,false
689,E,65,7,11/12/2022,8/16/2023,false
690,B,75,43,9/26/2022,9/24/2023,false
691,B,65,956,8/2/2022,9/21/2023,false
692,A,18,521,3/11/2022,8/25/2023,true
693,D,17,4,5/11/2022,10/9/2023,true
694,E,25,310,4/11/2022,8/19/2023,true
695,C,31,106,4/9/2022,8/26/2023,true
696,C,8,879,8/25/2022,9/19/2023,false
697,E,72,763,10/4/2022,9/16/2023,false
698,B,63,546,8/1/2022,8/19/2023,false
699,D,10,245,8/5/2022,9/11/2023,false
700,D,8,224,7/2/2022,9/19/2023,false
701,D,79,673,5/9/2022,10/27/2023,true
702,E,73,225,10/4/2022,10/27/2023,true
703,A,87,930,5/13/2022,9/18/2023,true
704,B,84,438,9/29/2022,10/5/2023,true
705,C,69,607,1/19/2022,8/21/2023,true
706,A,70,783,7/28/2022,10/28/2023,false
707,D,37,143,6/4/2022,9/15/2023,false
708,E,37,333,9/1/2022,10/29/2023,false
709,A,93,246,1/19/2022,10/2/2023,false
710,E,72,828,3/8/2022,10/28/2023,true
711,D,62,674,5/9/2022,9/17/2023,false
712,D,89,937,10/4/2022,8/16/2023,true
713,A,48,222,11/8/2022,10/8/2023,false
714,A,57,954,4/16/2022,8/30/2023,true
715,A,61,808,1/28/2022,8/20/2023,false
716,E,75,808,4/29/2022,10/29/2023,false
717,D,27,385,3/27/2022,9/2/2023,true
718,E,70,911,5/12/2022,9/27/2023,false
719,E,19,597,7/30/2022,9/19/2023,false
720,D,82,601,12/1/2022,10/17/2023,false
721,A,20,493,7/25/2022,8/27/2023,false
722,E,35,200,8/1/2022,10/5/2023,true
723,E,86,487,4/7/2022,10/22/2023,false
724,E,87,581,3/28/2022,9/9/2023,false
725,A,25,156,2/11/2022,8/20/2023,true
726,E,98,717,5/2/2022,8/19/2023,false
727,D,58,694,6/4/2022,9/19/2023,true
728,C,98,266,12/30/2022,9/28/2023,false
729,C,91,328,12/11/2022,10/23/2023,false
730,C,30,305,7/19/2022,9/13/2023,true
731,C,13,436,11/19/2022,9/22/2023,false
732,C,86,173,3/27/2022,8/26/2023,false
733,A,72,452,10/13/2022,10/19/2023,true
734,E,57,385,10/4/2022,9/20/2023,false
735,A,22,842,2/17/2022,8/20/2023,true
736,D,32,370,11/10/2022,9/8/2023,true
737,C,15,444,4/29/2022,8/23/2023,false
738,D,87,859,10/5/2022,10/4/2023,true
739,B,66,143,7/25/2022,9/2/2023,true
740,C,67,930,12/6/2022,10/2/2023,true
741,B,99,410,12/28/2022,10/29/2023,true
742,C,37,439,8/27/2022,8/20/2023,true
743,C,95,329,10/19/2022,9/20/2023,false
744,E,22,871,9/20/2022,8/31/2023,false
745,E,77,256,9/30/2022,10/25/2023,true
746,D,88,424,1/1/2022,9/14/2023,true
747,C,48,853,3/5/2022,9/3/2023,true
748,D,56,619,10/30/2022,10/19/2023,true
749,C,31,791,10/2/2022,9/2/2023,true
750,A,69,951,7/31/2022,10/11/2023,true
751,C,65,98,6/12/2022,10/3/2023,true
752,A,79,926,9/21/2022,8/22/2023,false
753,C,98,946,7/22/2022,9/26/2023,false
754,C,78,463,7/19/2022,8/24/2023,false
755,D,16,723,8/26/2022,9/23/2023,false
756,D,29,458,11/4/2022,10/15/2023,true
757,B,37,428,6/3/2022,8/25/2023,false
758,D,8,311,7/31/2022,8/16/2023,false
759,A,55,341,1/7/2022,10/30/2023,false
760,B,85,715,1/11/2022,10/14/2023,false
761,A,31,211,7/15/2022,9/23/2023,false
762,B,37,601,1/4/2022,8/17/2023,true
763,C,81,776,8/30/2022,9/2/2023,false
764,A,7,592,3/15/2022,9/3/2023,true
765,C,23,484,5/9/2022,9/25/2023,true
766,A,97,191,1/12/2022,10/21/2023,false
767,A,62,476,11/1/2022,10/1/2023,true
768,C,91,295,7/23/2022,10/30/2023,false
769,C,40,882,7/17/2022,10/17/2023,false
770,D,67,964,7/14/2022,10/11/2023,true
771,E,21,905,12/21/2022,10/4/2023,false
772,C,5,34,9/21/2022,9/17/2023,true
773,C,53,905,5/20/2022,9/5/2023,false
774,B,88,90,9/7/2022,10/14/2023,true
775,D,60,235,2/9/2022,9/15/2023,false
776,E,73,782,10/7/2022,10/14/2023,true
777,A,83,104,3/13/2022,10/19/2023,true
778,C,66,837,8/27/2022,8/28/2023,false
779,E,41,679,2/8/2022,10/18/2023,false
780,C,23,673,12/5/2022,9/27/2023,true
781,C,39,992,4/9/2022,9/18/2023,true
782,D,19,927,1/18/2022,10/21/2023,true
783,B,43,566,11/24/2022,10/21/2023,false
784,C,23,22,7/28/2022,10/25/2023,true
785,E,82,401,11/23/2022,9/29/2023,true
786,E,69,827,10/10/2022,9/6/2023,true
787,C,32,648,10/22/2022,10/4/2023,true
788,D,41,318,4/18/2022,9/10/2023,true
789,B,39,809,8/26/2022,10/8/2023,true
790,C,23,881,12/22/2022,10/13/2023,true
791,B,17,147,5/26/2022,8/23/2023,true
792,B,33,161,6/10/2022,9/4/2023,false
793,C,43,80,6/25/2022,10/15/2023,false
794,B,4,434,11/26/2022,10/5/2023,true
795,A,13,180,1/8/2022,9/4/2023,false
796,D,45,399,2/5/2022,8/19/2023,false
797,C,2,761,6/26/2022,10/30/2023,false
798,C,70,939,9/11/2022,9/27/2023,true
799,A,89,764,1/10/2022,10/22/2023,true
800,A,53,622,4/14/2022,10/13/2023,true
801,C,35,978,1/22/2022,8/16/2023,true
802,C,67,413,2/24/2022,8/28/2023,false
803,D,12,429,3/28/2022,10/15/2023,true
804,E,48,178,11/19/2022,10/8/2023,false
805,B,67,571,11/18/2022,9/5/2023,true
806,E,22,127,3/25/2022,9/24/2023,false
807,C,75,307,9/16/2022,9/22/2023,false
808,A,77,522,11/15/2022,10/2/2023,true
809,C,32,38,2/22/2022,8/31/2023,true
810,D,69,527,3/20/2022,9/17/2023,false
811,A,36,165,10/31/2022,10/16/2023,false
812,C,6,766,1/6/2022,9/24/2023,false
813,B,36,670,3/30/2022,10/13/2023,true
814,A,43,388,2/4/2022,9/5/2023,true
815,B,27,992,6/9/2022,9/28/2023,true
816,C,35,466,12/2/2022,10/12/2023,false
817,E,80,91,1/20/2022,9/26/2023,true
818,A,13,972,10/18/2022,8/25/2023,false
819,C,82,249,8/31/2022,10/13/2023,true
820,B,20,822,11/4/2022,10/13/2023,true
821,B,62,580,1/3/2022,10/28/2023,true
822,C,32,402,5/28/2022,8/23/2023,false
823,E,87,73,11/30/2022,10/2/2023,true
824,B,57,727,5/11/2022,10/15/2023,true
825,C,18,512,1/10/2022,8/18/2023,false
826,E,20,282,9/7/2022,9/29/2023,false
827,C,19,4,10/22/2022,10/23/2023,false
828,E,69,289,5/26/2022,8/18/2023,false
829,E,4,526,10/5/2022,9/10/2023,true
830,D,54,212,8/23/2022,9/7/2023,true
831,B,42,685,9/25/2022,9/12/2023,false
832,D,9,739,8/25/2022,9/30/2023,true
833,D,45,260,2/19/2022,10/12/2023,true
834,E,26,314,10/11/2022,10/8/2023,true
835,A,30,177,7/24/2022,10/26/2023,true
836,E,50,402,7/14/2022,9/21/2023,true
837,D,48,747,8/1/2022,8/17/2023,false
838,E,65,476,1/7/2022,10/30/2023,false
839,B,10,377,2/17/2022,9/29/2023,true
840,A,66,911,7/8/2022,10/22/2023,true
841,C,87,135,9/17/2022,9/24/2023,false
842,B,16,311,9/20/2022,8/28/2023,true
843,D,30,275,12/17/2022,10/28/2023,true
844,E,37,29,10/15/2022,10/30/2023,false
845,D,28,323,1/8/2022,9/18/2023,false
846,D,88,233,5/18/2022,9/10/2023,false
847,E,96,926,7/29/2022,9/8/2023,false
848,B,100,20,3/25/2022,8/18/2023,true
849,E,70,98,12/25/2022,9/13/2023,false
850,E,39,94,6/25/2022,10/10/2023,true
851,E,88,236,6/7/2022,8/26/2023,true
852,E,94,603,9/30/2022,10/6/2023,true
853,A,49,408,3/12/2022,9/26/2023,true
854,B,87,532,1/12/2022,10/2/2023,false
855,A,14,779,5/19/2022,10/26/2023,false
856,D,55,238,3/6/2022,8/16/2023,false
857,B,59,725,4/27/2022,8/22/2023,true
858,E,73,296,3/9/2022,8/21/2023,false
859,E,54,502,10/1/2022,8/17/2023,true
860,A,43,339,11/7/2022,9/3/2023,false
861,C,73,565,10/9/2022,10/6/2023,true
862,A,9,137,11/18/2022,9/19/2023,false
863,A,32,553,2/3/2022,9/4/2023,true
864,C,53,103,7/8/2022,8/24/2023,false
865,E,30,131,1/25/2022,10/12/2023,true
866,C,28,552,2/21/2022,8/21/2023,true
867,B,15,709,12/30/2022,9/21/2023,false
868,E,99,735,1/2/2022,9/19/2023,false
869,D,62,324,6/26/2022,9/5/2023,false
870,E,17,39,11/9/2022,10/28/2023,true
871,E,33,290,4/22/2022,10/7/2023,false
872,A,3,944,11/22/2022,9/29/2023,true
873,C,46,608,11/2/2022,10/21/2023,false
874,D,98,28,7/26/2022,9/18/2023,false
875,B,13,798,11/13/2022,10/21/2023,true
876,B,63,38,12/27/2022,9/8/2023,true
877,D,83,686,5/9/2022,9/6/2023,false
878,A,72,328,4/15/2022,10/16/2023,true
879,D,67,64,4/17/2022,9/14/2023,true
880,A,29,563,12/8/2022,10/19/2023,true
881,D,95,238,8/4/2022,8/28/2023,true
882,D,65,414,4/16/2022,10/13/2023,false
883,B,100,471,1/1/2022,10/4/2023,false
884,A,35,689,11/7/2022,8/16/2023,false
885,A,50,72,8/11/2022,9/12/2023,false
886,C,31,374,10/13/2022,10/20/2023,true
887,D,37,793,1/2/2022,10/17/2023,false
888,C,67,454,10/28/2022,9/14/2023,false
889,E,12,711,4/13/2022,9/25/2023,false
890,B,53,771,3/12/2022,10/7/2023,false
891,A,14,761,11/15/2022,10/12/2023,true
892,C,43,802,9/9/2022,9/20/2023,false
893,A,27,57,7/19/2022,10/26/2023,true
894,C,45,403,11/6/2022,9/27/2023,false
895,E,59,472,11/13/2022,8/22/2023,false
896,D,83,270,6/17/2022,10/14/2023,true
897,A,9,349,11/19/2022,10/3/2023,true
898,E,92,653,11/26/2022,10/4/2023,true
899,B,30,400,11/17/2022,8/24/2023,true
900,C,37,330,11/29/2022,8/24/2023,true
901,C,6,775,6/4/2022,10/23/2023,false
902,B,28,662,6/30/2022,10/29/2023,false
903,A,69,735,3/21/2022,10/9/2023,true
904,B,39,862,6/16/2022,8/26/2023,true
905,D,53,770,8/13/2022,10/6/2023,false
906,B,49,878,9/5/2022,9/8/2023,false
907,E,8,346,1/2/2022,8/30/2023,false
908,C,82,974,4/15/2022,10/7/2023,true
909,D,27,10,5/3/2022,10/2/2023,true
910,A,95,603,6/4/2022,9/17/2023,false
911,E,50,567,10/1/2022,10/30/2023,false
912,A,61,14,4/18/2022,10/8/2023,false
913,D,50,951,8/28/2022,10/26/2023,true
914,D,84,458,7/18/2022,8/16/2023,true
915,C,25,241,10/29/2022,9/7/2023,false
916,E,93,546,8/20/2022,10/4/2023,false
917,A,67,936,10/28/2022,9/21/2023,false
918,C,95,183,10/20/2022,9/27/2023,false
919,D,26,821,2/12/2022,10/13/2023,true
920,E,99,553,7/1/2022,10/11/2023,true
921,E,43,504,4/13/2022,10/24/2023,false
922,B,81,807,8/15/2022,9/30/2023,true
923,A,80,447,12/21/2022,10/25/2023,false
924,A,31,530,7/4/2022,10/28/2023,false
925,C,24,28,5/27/2022,8/18/2023,false
926,B,63,342,8/28/2022,10/27/2023,true
927,E,73,945,7/22/2022,9/24/2023,false
928,E,29,164,5/26/2022,9/29/2023,true
929,C,78,352,3/20/2022,8/26/2023,true
930,A,78,613,1/17/2022,8/27/2023,false
931,D,43,230,1/12/2022,9/19/2023,false
932,C,28,899,10/19/2022,9/7/2023,true
933,D,66,215,5/13/2022,10/20/2023,false
934,E,71,463,9/10/2022,9/4/2023,true
935,C,3,641,7/24/2022,10/12/2023,false
936,B,66,908,5/1/2022,9/20/2023,true
937,B,35,792,3/24/2022,9/26/2023,true
938,E,65,331,2/6/2022,10/28/2023,false
939,D,50,526,7/15/2022,9/24/2023,true
940,C,28,520,12/6/2022,10/2/2023,false
941,A,47,202,5/2/2022,9/8/2023,false
942,B,37,749,4/25/2022,10/8/2023,true
943,C,75,442,11/27/2022,9/25/2023,true
944,C,58,945,6/21/2022,8/24/2023,true
945,B,44,988,7/12/2022,10/13/2023,true
946,E,73,838,7/8/2022,10/29/2023,false
947,D,62,257,1/14/2022,8/25/2023,true
948,E,2,665,8/25/2022,9/5/2023,true
949,D,12,685,6/4/2022,10/24/2023,true
950,A,17,809,9/13/2022,9/11/2023,false
951,B,21,279,3/4/2022,9/27/2023,true
952,E,57,683,2/12/2022,8/16/2023,false
953,C,75,782,4/24/2022,8/28/2023,false
954,E,52,206,3/21/2022,8/19/2023,false
955,E,11,699,8/1/2022,9/9/2023,true
956,E,60,154,3/25/2022,10/2/2023,false
957,E,37,218,3/30/2022,9/3/2023,false
958,E,82,49,5/4/2022,10/20/2023,true
959,D,92,403,11/30/2022,10/9/2023,true
960,B,40,51,8/21/2022,8/31/2023,true
961,C,95,359,7/16/2022,10/8/2023,true
962,E,6,462,2/8/2022,9/11/2023,true
963,E,94,614,1/8/2022,10/12/2023,true
964,C,4,723,4/24/2022,8/23/2023,false
965,D,85,989,11/1/2022,10/26/2023,false
966,B,66,331,2/20/2022,8/22/2023,true
967,A,53,184,12/14/2022,10/5/2023,false
968,A,24,557,10/2/2022,10/27/2023,false
969,C,43,763,8/2/2022,8/19/2023,false
970,A,65,555,7/6/2022,10/25/2023,true
971,A,61,21,8/12/2022,9/17/2023,true
972,E,8,410,5/24/2022,9/6/2023,true
973,C,90,322,12/23/2022,8/28/2023,false
974,B,19,71,5/15/2022,8/26/2023,false
975,D,66,604,5/23/2022,10/10/2023,true
976,B,21,220,2/25/2022,10/8/2023,false
977,E,99,150,3/24/2022,8/31/2023,true
978,D,24,602,2/7/2022,10/8/2023,true
979,D,2,189,3/21/2022,10/27/2023,false
980,C,56,852,8/29/2022,8/22/2023,false
981,A,44,962,3/4/2022,10/15/2023,true
982,E,26,521,9/23/2022,10/25/2023,false
983,E,93,926,2/3/2022,10/10/2023,true
984,A,3,678,1/23/2022,9/4/2023,true
985,D,57,373,5/30/2022,9/3/2023,false
986,A,64,964,4/11/2022,10/29/2023,false
987,B,13,367,7/11/2022,9/25/2023,false
988,A,58,695,11/15/2022,10/2/2023,false
989,A,73,425,3/23/2022,10/17/2023,false
990,B,65,88,5/10/2022,9/5/2023,true
991,B,29,202,1/2/2022,10/4/2023,false
992,A,86,841,5/19/2022,9/2/2023,true
993,D,62,975,3/17/2022,10/24/2023,false
994,B,52,621,5/24/2022,8/23/2023,true
995,E,7,963,9/3/2022,8/24/2023,true
996,C,80,923,6/5/2022,9/8/2023,true
997,E,28,95,2/23/2022,8/26/2023,false
998,B,12,571,6/25/2022,8/23/2023,false
999,C,70,26,2/19/2022,10/17/2023,false
1000,D,78,378,9/29/2022,9/7/2023,true
